index_text,max_score,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,2,0.006114758551120758,0.08620276302099228,0.4457074999809265,0.3804861307144165,0.06950972974300385,0.011979100294411182
1,3,0.0047247023321688175,0.024590853601694107,0.2696315050125122,0.623881459236145,0.06693333387374878,0.010238111019134521
2,3,0.003855007002130151,0.012593306601047516,0.21358650922775269,0.668982744216919,0.08719993382692337,0.013782556168735027
3,3,0.004608616232872009,0.014884969219565392,0.20372731983661652,0.6974300146102905,0.06807007640600204,0.011279025115072727
4,3,0.0028621861711144447,0.00855292845517397,0.14075219631195068,0.749488890171051,0.08419430255889893,0.014149555936455727
5,1,0.00472891004756093,0.6589205861091614,0.2374800145626068,0.057301346212625504,0.03407684341073036,0.007492233533412218
6,1,0.0028214771300554276,0.8244550228118896,0.13386985659599304,0.024126939475536346,0.012042997404932976,0.0026837459299713373
7,3,0.004443969111889601,0.012549036182463169,0.18693208694458008,0.6999704241752625,0.08310392498970032,0.013000529259443283
8,3,0.006080600433051586,0.05448894575238228,0.3841449022293091,0.4740027189254761,0.06954580545425415,0.01173708401620388
9,1,0.004483331926167011,0.5253346562385559,0.33504560589790344,0.0954020693898201,0.03381487354636192,0.005919538903981447
10,3,0.003672047285363078,0.03787689656019211,0.3449721038341522,0.5418822765350342,0.06255943328142166,0.009037237614393234
11,3,0.005213603377342224,0.03594336658716202,0.3514113128185272,0.5241696834564209,0.07227623462677002,0.010985814966261387
12,3,0.0030276456382125616,0.01179464440792799,0.16735926270484924,0.7224135398864746,0.08115985244512558,0.014245026744902134
13,3,0.0037783458828926086,0.015382095240056515,0.2415091097354889,0.6398171186447144,0.08626367896795273,0.013249668292701244
14,3,0.003644798416644335,0.01695205457508564,0.2666636109352112,0.6157887578010559,0.0841672420501709,0.0127834752202034
15,3,0.0044687772169709206,0.017619557678699493,0.24558062851428986,0.6577867865562439,0.0641825869679451,0.010361770167946815
16,3,0.0049935681745409966,0.03596840053796768,0.2695142924785614,0.6059194207191467,0.07104405015707016,0.012560393661260605
17,1,0.005426361225545406,0.759249746799469,0.1793428510427475,0.03155605122447014,0.01968677155673504,0.004738254006952047
18,3,0.004379953257739544,0.03687475994229317,0.35105040669441223,0.5322133302688599,0.06555614620447159,0.009925422258675098
19,1,0.007405763957649469,0.8145226836204529,0.13717374205589294,0.022245900705456734,0.0144039960578084,0.004247983451932669
20,1,0.004182377364486456,0.7232416272163391,0.20614315569400787,0.047335926443338394,0.01578601449728012,0.0033108084462583065
21,3,0.004206934478133917,0.010320913977921009,0.1715438812971115,0.7348025441169739,0.06776034086942673,0.011365393176674843
22,1,0.007013401482254267,0.6996760368347168,0.21257330477237701,0.048833929002285004,0.025182265788316727,0.006720987148582935
23,2,0.005203742068260908,0.06655051559209824,0.4497618079185486,0.41626426577568054,0.0548645555973053,0.0073550124652683735
24,3,0.004132192116230726,0.011806360445916653,0.19578830897808075,0.7081577777862549,0.06805504858493805,0.01206036563962698
25,3,0.0043733143247663975,0.014929465018212795,0.2135714888572693,0.6785172820091248,0.07663482427597046,0.011973646469414234
26,1,0.0075101046822965145,0.6433742046356201,0.26239117980003357,0.05113157629966736,0.029225928708910942,0.006367047782987356
27,1,0.007424761075526476,0.8262698650360107,0.13590948283672333,0.01660875417292118,0.010460680350661278,0.0033265077508985996
28,3,0.006050458177924156,0.026624541729688644,0.2880721986293793,0.5972362756729126,0.07001598179340363,0.01200062409043312
29,1,0.00285201333463192,0.7588669657707214,0.17925557494163513,0.044366732239723206,0.012362221255898476,0.0022965380921959877
30,3,0.0034883494954556227,0.016934407874941826,0.14596161246299744,0.6657657623291016,0.13703913986682892,0.030810672789812088
31,3,0.007259484846144915,0.05225865915417671,0.39123013615608215,0.4765288531780243,0.06273186206817627,0.009990994818508625
32,2,0.008888999931514263,0.1848752349615097,0.5084041357040405,0.22346171736717224,0.06432695686817169,0.010042973794043064
33,1,0.006050499156117439,0.7404761910438538,0.20526133477687836,0.028117462992668152,0.016329104080796242,0.003765466855838895
34,1,0.004278108477592468,0.8119345307350159,0.14789380133152008,0.021214792504906654,0.012162251397967339,0.0025165225379168987
35,2,0.004706798121333122,0.30810993909835815,0.39645916223526,0.23403753340244293,0.04858018085360527,0.008106294088065624
36,2,0.012762273661792278,0.360899418592453,0.37955522537231445,0.15590199828147888,0.07570777833461761,0.015173211693763733
37,1,0.009947238489985466,0.6520489454269409,0.24295490980148315,0.05507306382060051,0.03160632774233818,0.00836963951587677
38,3,0.004719228949397802,0.1102602630853653,0.33298230171203613,0.4147159159183502,0.12133275717496872,0.015989527106285095
39,2,0.009222518652677536,0.3373528718948364,0.41352325677871704,0.18217217922210693,0.04884812608361244,0.008881006389856339
40,1,0.0029036530759185553,0.8305566310882568,0.12344606965780258,0.028093013912439346,0.012409287504851818,0.002591278636828065
41,3,0.003729589283466339,0.018195245414972305,0.2579105794429779,0.6400385499000549,0.07020498812198639,0.009921007789671421
42,1,0.0063350265845656395,0.6762399673461914,0.23861156404018402,0.04864257574081421,0.024277575314044952,0.005893254186958075
43,1,0.005995527375489473,0.835024356842041,0.12192519754171371,0.020220331847667694,0.01313769817352295,0.0036967734340578318
44,2,0.0031936229206621647,0.23492713272571564,0.3671659827232361,0.3378531038761139,0.04945295304059982,0.007407137658447027
45,2,0.004026022274047136,0.31651514768600464,0.39073941111564636,0.2403315305709839,0.04258151352405548,0.00580626679584384
46,3,0.0037164336536079645,0.02374698407948017,0.26867929100990295,0.6245453953742981,0.06864239275455475,0.010669402778148651
47,3,0.0027640906628221273,0.0041132038459181786,0.09534399211406708,0.7792043089866638,0.0983704924583435,0.02020399644970894
48,3,0.004221970681101084,0.0211817417293787,0.2774343192577362,0.6079133749008179,0.07806837558746338,0.01118022482842207
