index_text,grade_BERT
0,2.6115832328796387
1,2.660644292831421
2,2.652571439743042
3,2.8496944904327393
4,2.945666790008545
5,1.02392578125
6,1.048486351966858
7,2.909911870956421
8,2.628876209259033
9,1.9527111053466797
10,1.8676207065582275
11,2.520418167114258
12,2.9241039752960205
13,2.5262651443481445
14,2.933154582977295
15,2.6703670024871826
16,1.0580414533615112
17,0.9720848798751831
18,2.7768118381500244
19,0.9153533577919006
20,1.0539984703063965
21,2.833479166030884
22,1.0136334896087646
23,2.599240303039551
24,2.587613344192505
25,2.60477614402771
26,1.1320381164550781
27,1.6131501197814941
28,2.55106520652771
29,0.9485291838645935
30,2.667165517807007
31,2.423255443572998
32,2.453612804412842
33,1.5674657821655273
34,0.9744823575019836
35,1.0197112560272217
36,1.8005421161651611
37,1.520079255104065
38,2.3217504024505615
39,0.9200736284255981
40,0.9660207033157349
41,2.3875391483306885
42,2.260572910308838
43,0.9078819751739502
44,2.3484997749328613
45,2.1934690475463867
46,2.648158311843872
47,3.0008881092071533
48,2.806032180786133
49,0.9749131798744202
50,2.9275755882263184
51,2.85145902633667
52,2.8252646923065186
53,1.1885509490966797
54,2.7102434635162354
55,2.968421697616577
56,2.745396137237549
57,1.0213733911514282
58,0.9113782048225403
59,2.421827554702759
60,2.7305736541748047
61,1.009656310081482
62,2.8222312927246094
63,0.9443862438201904
64,2.919374704360962
65,2.8538496494293213
66,2.6026182174682617
67,1.10240638256073
68,0.9787715077400208
69,2.8982930183410645
70,0.8515679836273193
71,2.6300086975097656
72,2.7078258991241455
73,2.279844045639038
74,1.0838016271591187
75,0.8685234189033508
76,1.0287669897079468
77,2.613743305206299
78,2.765209913253784
79,2.6554715633392334
80,0.9488089084625244
81,0.9057036638259888
82,2.9655063152313232
83,0.8748809695243835
84,1.6332697868347168
85,2.962620735168457
86,2.8947649002075195
87,1.0448050498962402
88,2.981898069381714
89,1.2646851539611816
90,2.871621608734131
91,2.6506879329681396
92,2.6777455806732178
93,0.8945568799972534
94,2.603065252304077
95,2.1904757022857666
96,1.2192165851593018
97,2.221658945083618
98,1.0136940479278564
99,2.616961717605591
100,2.6123335361480713
101,2.6280500888824463
102,2.6057910919189453
103,2.6474571228027344
104,1.8418577909469604
105,0.9438338279724121
106,1.0536144971847534
107,2.89762544631958
108,0.8581398725509644
109,1.0511292219161987
110,2.7032558917999268
111,2.654803991317749
112,1.512376070022583
113,1.0253013372421265
114,0.9683018326759338
115,2.578594446182251
116,0.989315927028656
117,0.8799633383750916
118,0.964537501335144
119,1.6509758234024048
120,0.9704961776733398
121,2.7709527015686035
122,2.893369674682617
123,2.4369187355041504
124,1.01034414768219
