index_text,max_score,confidence_0,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5
0,2,0.003980268258601427,0.27334070205688477,0.3732667565345764,0.2749751806259155,0.06214601919054985,0.01229112409055233
1,3,0.0033664533402770758,0.14713427424430847,0.3330565392971039,0.40416091680526733,0.097710981965065,0.014570833183825016
2,1,0.0044757407158613205,0.6495251059532166,0.20477613806724548,0.09968406707048416,0.034345097839832306,0.007193832658231258
3,2,0.004897364415228367,0.2969469130039215,0.3476240932941437,0.23671355843544006,0.09534266591072083,0.018475446850061417
4,1,0.004890429321676493,0.5175199508666992,0.32689788937568665,0.1078583374619484,0.03611588105559349,0.0067175207659602165
5,1,0.004136757459491491,0.51670902967453,0.32363173365592957,0.11819541454315186,0.032426122575998306,0.004900991450995207
6,1,0.0036908062174916267,0.7347692847251892,0.20284587144851685,0.04091394320130348,0.01491638645529747,0.002863834146410227
7,1,0.009808829985558987,0.7366961240768433,0.17477433383464813,0.042366549372673035,0.028111105784773827,0.008243168704211712
8,1,0.006408978253602982,0.6813628673553467,0.23991701006889343,0.05135324224829674,0.01722068525850773,0.0037371849175542593
9,3,0.004691934213042259,0.02956651709973812,0.27370554208755493,0.6193052530288696,0.061949439346790314,0.01078129094094038
10,3,0.005030024331063032,0.01554027572274208,0.23521685600280762,0.6642723679542542,0.06887418031692505,0.01106629241257906
11,1,0.005749789532274008,0.8070019483566284,0.14052142202854156,0.026866978034377098,0.015862753614783287,0.003997073508799076
12,3,0.007988532073795795,0.06815684586763382,0.30229687690734863,0.473622590303421,0.1271289438009262,0.020806245505809784
13,3,0.0030967046041041613,0.013257520273327827,0.17877013981342316,0.7145671844482422,0.07671543955802917,0.013593027368187904
14,3,0.002550052013248205,0.008389553986489773,0.13281048834323883,0.7644814252853394,0.07803136855363846,0.013737143017351627
15,2,0.003831456648185849,0.2736634314060211,0.33246585726737976,0.31755244731903076,0.061741214245557785,0.010745682753622532
16,2,0.003937235102057457,0.1887318342924118,0.3955092132091522,0.358218789100647,0.04642103984951973,0.007181847933679819
17,1,0.003978098277002573,0.5370753407478333,0.31473982334136963,0.11168219894170761,0.027532106265425682,0.004992418922483921
18,2,0.00836840458214283,0.14313559234142303,0.41533300280570984,0.3164719343185425,0.10095340758562088,0.01573762111365795
19,1,0.008689573034644127,0.8064357042312622,0.14796854555606842,0.018565291538834572,0.014085466973483562,0.004255390260368586
20,3,0.0036482105497270823,0.018355529755353928,0.2435748130083084,0.6251423358917236,0.09492072463035583,0.014358390122652054
21,2,0.006764515768736601,0.1014687567949295,0.4331904351711273,0.3741275370121002,0.07401711493730545,0.010431603528559208
22,1,0.003664880059659481,0.824874222278595,0.13046760857105255,0.026096973568201065,0.011978613212704659,0.0029176899697631598
23,3,0.004433501977473497,0.01293198112398386,0.2119278460741043,0.6909684538841248,0.06851299852132797,0.01122517604380846
24,3,0.004110218491405249,0.012706764973700047,0.20360921323299408,0.701364278793335,0.06661021709442139,0.011599293909966946
25,1,0.00567376846447587,0.8462845087051392,0.11620612442493439,0.017371246591210365,0.011095364578068256,0.003368981648236513
26,3,0.0041172076016664505,0.019643718376755714,0.24226191639900208,0.6446304321289062,0.07724514603614807,0.012101629748940468
27,1,0.004273863043636084,0.446328341960907,0.4021119475364685,0.11315332353115082,0.029465777799487114,0.004666768945753574
28,1,0.005694474093616009,0.635116457939148,0.2543967366218567,0.06491107493638992,0.03285863995552063,0.007022649981081486
29,3,0.003100387053564191,0.01840066723525524,0.20480835437774658,0.682647168636322,0.07971880584955215,0.011324550025165081
30,2,0.002646912820637226,0.3091970384120941,0.3359229266643524,0.3035959303379059,0.04265251383185387,0.005984704941511154
31,3,0.0045196739956736565,0.02794279344379902,0.29701897501945496,0.5949368476867676,0.06557977944612503,0.010001815855503082
32,1,0.009813720360398293,0.8064482808113098,0.13976576924324036,0.022501813247799873,0.016479620710015297,0.004990710411220789
33,3,0.002751294756308198,0.010092710144817829,0.1512480080127716,0.7407047748565674,0.08172470331192017,0.013478542678058147
34,3,0.003767196321859956,0.016716262325644493,0.23058199882507324,0.6611074805259705,0.07484626770019531,0.012980718165636063
35,3,0.003664749674499035,0.018583618104457855,0.2401551902294159,0.6594074964523315,0.06752637773752213,0.010662533342838287
36,3,0.003664749674499035,0.018583618104457855,0.2401551902294159,0.6594074964523315,0.06752637773752213,0.010662533342838287
37,3,0.0036701755598187447,0.016627127304673195,0.21840466558933258,0.6800330281257629,0.07017304748296738,0.011091862805187702
38,3,0.004452876280993223,0.029547754675149918,0.33800390362739563,0.5368111729621887,0.07963072508573532,0.011553584598004818
39,3,0.0033033336512744427,0.013357040472328663,0.1925961822271347,0.7166845202445984,0.06430711597204208,0.009751840494573116
40,2,0.0059303599409759045,0.060763806104660034,0.4308091104030609,0.4202459454536438,0.07156700640916824,0.010683824308216572
41,1,0.0069032819010317326,0.6792910099029541,0.24150840938091278,0.047748398035764694,0.020375289022922516,0.004173611290752888
42,1,0.004308674484491348,0.7672978639602661,0.1677158772945404,0.039683207869529724,0.017460793256759644,0.0035336739383637905
43,3,0.003899432485923171,0.007869805209338665,0.14092528820037842,0.753303050994873,0.0786023661494255,0.015400041826069355
44,2,0.006446243263781071,0.2991275489330292,0.45656144618988037,0.1785971075296402,0.0515076220035553,0.007760082371532917
45,3,0.00342938001267612,0.012471768073737621,0.19913816452026367,0.6973633170127869,0.0760018453001976,0.011595452204346657
46,2,0.0038241420406848192,0.3533554971218109,0.4206520617008209,0.1773979365825653,0.03887801989912987,0.005892427638173103
47,1,0.004955427721142769,0.7188337445259094,0.2115987092256546,0.04077160730957985,0.019505728036165237,0.004334793426096439
48,3,0.005595368333160877,0.04185521975159645,0.37026461958885193,0.5058659315109253,0.0674058347940445,0.009012979455292225
49,3,0.005553650204092264,0.04315606877207756,0.34918129444122314,0.5294390320777893,0.06333321332931519,0.009336784482002258
50,3,0.0045169647783041,0.024365385994315147,0.31624090671539307,0.5736414790153503,0.07033231854438782,0.010902888141572475
51,3,0.004882410634309053,0.02804756909608841,0.3069414496421814,0.5813187956809998,0.06905746459960938,0.009752383455634117
52,3,0.004589668475091457,0.030494533479213715,0.28493842482566833,0.6087000966072083,0.06162359565496445,0.009653710760176182
53,1,0.003062731120735407,0.8380395174026489,0.12302905321121216,0.02359858900308609,0.010158891789615154,0.0021113716065883636
54,2,0.0042339046485722065,0.2495233714580536,0.4070615768432617,0.27904126048088074,0.05210878700017929,0.008031046949326992
55,3,0.0073125120252370834,0.0715670958161354,0.3310481607913971,0.43696293234825134,0.13031134009361267,0.022797923535108566
56,2,0.005566234700381756,0.200426384806633,0.41809675097465515,0.27195191383361816,0.08934283256530762,0.014615869149565697
57,3,0.004741142503917217,0.02620990015566349,0.25207072496414185,0.6112929582595825,0.09058233350515366,0.015102892182767391
58,1,0.002804998541250825,0.6771557331085205,0.22146175801753998,0.07414965331554413,0.02077306993305683,0.003654792904853821
59,3,0.0032021061051636934,0.016797691583633423,0.18030260503292084,0.6693770885467529,0.11075188219547272,0.0195686686784029
60,3,0.0029848450794816017,0.011978504247963428,0.14262640476226807,0.6944286227226257,0.12304413318634033,0.024937504902482033
61,3,0.0050048623234033585,0.02779286354780197,0.2886991798877716,0.6031929850578308,0.06554948538541794,0.009760643355548382
62,3,0.004483466036617756,0.04023340344429016,0.34037673473358154,0.5310049653053284,0.07334794849157333,0.010553472675383091
63,3,0.004514874890446663,0.013249649666249752,0.22920387983322144,0.6729980707168579,0.0691550225019455,0.010878550820052624
64,3,0.0040750992484390736,0.012876123189926147,0.21409748494625092,0.6903557181358337,0.06841344386339188,0.010182173922657967
65,1,0.006233110558241606,0.724452555179596,0.2067449688911438,0.03717205300927162,0.02003859542310238,0.005358671769499779
66,3,0.003927499521523714,0.013400167226791382,0.22431470453739166,0.671638011932373,0.07444173842668533,0.012277891859412193
67,3,0.004456163849681616,0.021901221945881844,0.2720545828342438,0.6275101900100708,0.06464424729347229,0.009433604776859283
68,1,0.00412664283066988,0.7695003747940063,0.15436172485351562,0.04811638966202736,0.01913374662399292,0.004761129152029753
